,arquivo,convertida,normalizada,classe,objecto,repeticao,fundo,iluminacao,local,resolucao,tamanho
14,20210417_153014.jpg,20210417_153014_excgrad.jpg,,óculos,óculos gucci,3.0,branco_2,dia,interno,2560x1440,1118719.0
15,20210417_153014.jpg,20210417_153014_log.jpg,,óculos,óculos gucci,3.0,branco_2,dia,interno,2560x1440,1118719.0
16,20210417_153014.jpg,20210417_153014_exp.jpg,,óculos,óculos gucci,3.0,branco_2,dia,interno,2560x1440,1118719.0
17,20210417_153014.jpg,20210417_153014_mean.jpg,,óculos,óculos gucci,3.0,branco_2,dia,interno,2560x1440,1118719.0
18,20210417_153025(0).jpg,20210417_153025(0)_gray.jpg,,óculos,óculos dior,1.0,branco_2,dia,interno,2560x1440,1084526.0
19,20210417_153025(0).jpg,20210417_153025(0)_grad.jpg,,óculos,óculos dior,1.0,branco_2,dia,interno,2560x1440,1084526.0
20,20210417_153025(0).jpg,20210417_153025(0)_excgrad.jpg,,óculos,óculos dior,1.0,branco_2,dia,interno,2560x1440,1084526.0
21,20210417_153025(0).jpg,20210417_153025(0)_log.jpg,,óculos,óculos dior,1.0,branco_2,dia,interno,2560x1440,1084526.0
22,20210417_153025(0).jpg,20210417_153025(0)_exp.jpg,,óculos,óculos dior,1.0,branco_2,dia,interno,2560x1440,1084526.0
23,20210417_153025(0).jpg,20210417_153025(0)_mean.jpg,,óculos,óculos dior,1.0,branco_2,dia,interno,2560x1440,1084526.0
24,20210417_153025.jpg,20210417_153025_gray.jpg,,óculos,óculos dior,2.0,branco_2,dia,interno,2560x1440,1135350.0
25,20210417_153025.jpg,20210417_153025_grad.jpg,,óculos,óculos dior,2.0,branco_2,dia,interno,2560x1440,1135350.0
26,20210417_153025.jpg,20210417_153025_excgrad.jpg,,óculos,óculos dior,2.0,branco_2,dia,interno,2560x1440,1135350.0
27,20210417_153025.jpg,20210417_153025_log.jpg,,óculos,óculos dior,2.0,branco_2,dia,interno,2560x1440,1135350.0
28,20210417_153025.jpg,20210417_153025_exp.jpg,,óculos,óculos dior,2.0,branco_2,dia,interno,2560x1440,1135350.0
29,20210417_153025.jpg,20210417_153025_mean.jpg,,óculos,óculos dior,2.0,branco_2,dia,interno,2560x1440,1135350.0
30,20210417_153026.jpg,20210417_153026_gray.jpg,,óculos,óculos dior,3.0,branco_2,dia,interno,2560x1440,1082926.0
31,20210417_153026.jpg,20210417_153026_grad.jpg,,óculos,óculos dior,3.0,branco_2,dia,interno,2560x1440,1082926.0
32,20210417_153026.jpg,20210417_153026_excgrad.jpg,,óculos,óculos dior,3.0,branco_2,dia,interno,2560x1440,1082926.0
33,20210417_153026.jpg,20210417_153026_log.jpg,,óculos,óculos dior,3.0,branco_2,dia,interno,2560x1440,1082926.0
34,20210417_153026.jpg,20210417_153026_exp.jpg,,óculos,óculos dior,3.0,branco_2,dia,interno,2560x1440,1082926.0
35,20210417_153026.jpg,20210417_153026_mean.jpg,,óculos,óculos dior,3.0,branco_2,dia,interno,2560x1440,1082926.0
36,20210417_153036.jpg,20210417_153036_gray.jpg,,óculos,óculos valentino,1.0,branco_2,dia,interno,2560x1440,1113854.0
37,20210417_153036.jpg,20210417_153036_grad.jpg,,óculos,óculos valentino,1.0,branco_2,dia,interno,2560x1440,1113854.0
38,20210417_153036.jpg,20210417_153036_excgrad.jpg,,óculos,óculos valentino,1.0,branco_2,dia,interno,2560x1440,1113854.0
39,20210417_153036.jpg,20210417_153036_log.jpg,,óculos,óculos valentino,1.0,branco_2,dia,interno,2560x1440,1113854.0
40,20210417_153036.jpg,20210417_153036_exp.jpg,,óculos,óculos valentino,1.0,branco_2,dia,interno,2560x1440,1113854.0
41,20210417_153036.jpg,20210417_153036_mean.jpg,,óculos,óculos valentino,1.0,branco_2,dia,interno,2560x1440,1113854.0
42,20210417_153037(0).jpg,20210417_153037(0)_gray.jpg,,óculos,óculos valentino,2.0,branco_2,dia,interno,2560x1440,1089914.0
43,20210417_153037(0).jpg,20210417_153037(0)_grad.jpg,,óculos,óculos valentino,2.0,branco_2,dia,interno,2560x1440,1089914.0
44,20210417_153037(0).jpg,20210417_153037(0)_excgrad.jpg,,óculos,óculos valentino,2.0,branco_2,dia,interno,2560x1440,1089914.0
45,20210417_153037(0).jpg,20210417_153037(0)_log.jpg,,óculos,óculos valentino,2.0,branco_2,dia,interno,2560x1440,1089914.0
46,20210417_153037(0).jpg,20210417_153037(0)_exp.jpg,,óculos,óculos valentino,2.0,branco_2,dia,interno,2560x1440,1089914.0
47,20210417_153037(0).jpg,20210417_153037(0)_mean.jpg,,óculos,óculos valentino,2.0,branco_2,dia,interno,2560x1440,1089914.0
48,20210417_153037.jpg,20210417_153037_gray.jpg,,óculos,óculos valentino,3.0,branco_2,dia,interno,2560x1440,1056494.0
49,20210417_153037.jpg,20210417_153037_grad.jpg,,óculos,óculos valentino,3.0,branco_2,dia,interno,2560x1440,1056494.0
50,20210417_153037.jpg,20210417_153037_excgrad.jpg,,óculos,óculos valentino,3.0,branco_2,dia,interno,2560x1440,1056494.0
51,20210417_153037.jpg,20210417_153037_log.jpg,,óculos,óculos valentino,3.0,branco_2,dia,interno,2560x1440,1056494.0
52,20210417_153037.jpg,20210417_153037_exp.jpg,,óculos,óculos valentino,3.0,branco_2,dia,interno,2560x1440,1056494.0
53,20210417_153037.jpg,20210417_153037_mean.jpg,,óculos,óculos valentino,3.0,branco_2,dia,interno,2560x1440,1056494.0
54,20210417_153046.jpg,20210417_153046_gray.jpg,,óculos,óculos prada,1.0,branco_2,dia,interno,2560x1440,1061380.0
55,20210417_153046.jpg,20210417_153046_grad.jpg,,óculos,óculos prada,1.0,branco_2,dia,interno,2560x1440,1061380.0
56,20210417_153046.jpg,20210417_153046_excgrad.jpg,,óculos,óculos prada,1.0,branco_2,dia,interno,2560x1440,1061380.0
57,20210417_153046.jpg,20210417_153046_log.jpg,,óculos,óculos prada,1.0,branco_2,dia,interno,2560x1440,1061380.0
58,20210417_153046.jpg,20210417_153046_exp.jpg,,óculos,óculos prada,1.0,branco_2,dia,interno,2560x1440,1061380.0
59,20210417_153046.jpg,20210417_153046_mean.jpg,,óculos,óculos prada,1.0,branco_2,dia,interno,2560x1440,1061380.0
60,20210417_153047.jpg,20210417_153047_gray.jpg,,óculos,óculos prada,2.0,branco_2,dia,interno,2560x1440,1049325.0
61,20210417_153047.jpg,20210417_153047_grad.jpg,,óculos,óculos prada,2.0,branco_2,dia,interno,2560x1440,1049325.0
62,20210417_153047.jpg,20210417_153047_excgrad.jpg,,óculos,óculos prada,2.0,branco_2,dia,interno,2560x1440,1049325.0
63,20210417_153047.jpg,20210417_153047_log.jpg,,óculos,óculos prada,2.0,branco_2,dia,interno,2560x1440,1049325.0
64,20210417_153047.jpg,20210417_153047_exp.jpg,,óculos,óculos prada,2.0,branco_2,dia,interno,2560x1440,1049325.0
65,20210417_153047.jpg,20210417_153047_mean.jpg,,óculos,óculos prada,2.0,branco_2,dia,interno,2560x1440,1049325.0
66,20210417_153048.jpg,20210417_153048_gray.jpg,,óculos,óculos prada,3.0,branco_2,dia,interno,2560x1440,1081046.0
67,20210417_153048.jpg,20210417_153048_grad.jpg,,óculos,óculos prada,3.0,branco_2,dia,interno,2560x1440,1081046.0
68,20210417_153048.jpg,20210417_153048_excgrad.jpg,,óculos,óculos prada,3.0,branco_2,dia,interno,2560x1440,1081046.0
69,20210417_153048.jpg,20210417_153048_log.jpg,,óculos,óculos prada,3.0,branco_2,dia,interno,2560x1440,1081046.0
70,20210417_153048.jpg,20210417_153048_exp.jpg,,óculos,óculos prada,3.0,branco_2,dia,interno,2560x1440,1081046.0
71,20210417_153048.jpg,20210417_153048_mean.jpg,,óculos,óculos prada,3.0,branco_2,dia,interno,2560x1440,1081046.0
72,20210417_153111(0).jpg,20210417_153111(0)_gray.jpg,,óculos,óculos cavalli,1.0,branco_2,dia,interno,2560x1440,1090412.0
73,20210417_153111(0).jpg,20210417_153111(0)_grad.jpg,,óculos,óculos cavalli,1.0,branco_2,dia,interno,2560x1440,1090412.0
74,20210417_153111(0).jpg,20210417_153111(0)_excgrad.jpg,,óculos,óculos cavalli,1.0,branco_2,dia,interno,2560x1440,1090412.0
75,20210417_153111(0).jpg,20210417_153111(0)_log.jpg,,óculos,óculos cavalli,1.0,branco_2,dia,interno,2560x1440,1090412.0
76,20210417_153111(0).jpg,20210417_153111(0)_exp.jpg,,óculos,óculos cavalli,1.0,branco_2,dia,interno,2560x1440,1090412.0
77,20210417_153111(0).jpg,20210417_153111(0)_mean.jpg,,óculos,óculos cavalli,1.0,branco_2,dia,interno,2560x1440,1090412.0
78,20210417_153111.jpg,20210417_153111_gray.jpg,,óculos,óculos cavalli,2.0,branco_2,dia,interno,2560x1440,1094228.0
79,20210417_153111.jpg,20210417_153111_grad.jpg,,óculos,óculos cavalli,2.0,branco_2,dia,interno,2560x1440,1094228.0
80,20210417_153111.jpg,20210417_153111_excgrad.jpg,,óculos,óculos cavalli,2.0,branco_2,dia,interno,2560x1440,1094228.0
81,20210417_153111.jpg,20210417_153111_log.jpg,,óculos,óculos cavalli,2.0,branco_2,dia,interno,2560x1440,1094228.0
82,20210417_153111.jpg,20210417_153111_exp.jpg,,óculos,óculos cavalli,2.0,branco_2,dia,interno,2560x1440,1094228.0
83,20210417_153111.jpg,20210417_153111_mean.jpg,,óculos,óculos cavalli,2.0,branco_2,dia,interno,2560x1440,1094228.0
84,20210417_153112.jpg,20210417_153112_gray.jpg,,óculos,óculos cavalli,3.0,branco_2,dia,interno,2560x1440,1106150.0
85,20210417_153112.jpg,20210417_153112_grad.jpg,,óculos,óculos cavalli,3.0,branco_2,dia,interno,2560x1440,1106150.0
86,20210417_153112.jpg,20210417_153112_excgrad.jpg,,óculos,óculos cavalli,3.0,branco_2,dia,interno,2560x1440,1106150.0
87,20210417_153112.jpg,20210417_153112_log.jpg,,óculos,óculos cavalli,3.0,branco_2,dia,interno,2560x1440,1106150.0
88,20210417_153112.jpg,20210417_153112_exp.jpg,,óculos,óculos cavalli,3.0,branco_2,dia,interno,2560x1440,1106150.0
89,20210417_153112.jpg,20210417_153112_mean.jpg,,óculos,óculos cavalli,3.0,branco_2,dia,interno,2560x1440,1106150.0
90,20210417_153809(0).jpg,20210417_153809(0)_gray.jpg,,necessaire,listrada,1.0,branco_2,dia,interno,2560x1440,1234723.0
91,20210417_153809(0).jpg,20210417_153809(0)_grad.jpg,,necessaire,listrada,1.0,branco_2,dia,interno,2560x1440,1234723.0
92,20210417_153809(0).jpg,20210417_153809(0)_excgrad.jpg,,necessaire,listrada,1.0,branco_2,dia,interno,2560x1440,1234723.0
93,20210417_153809(0).jpg,20210417_153809(0)_log.jpg,,necessaire,listrada,1.0,branco_2,dia,interno,2560x1440,1234723.0
94,20210417_153809(0).jpg,20210417_153809(0)_exp.jpg,,necessaire,listrada,1.0,branco_2,dia,interno,2560x1440,1234723.0
95,20210417_153809(0).jpg,20210417_153809(0)_mean.jpg,,necessaire,listrada,1.0,branco_2,dia,interno,2560x1440,1234723.0
96,20210417_153809.jpg,20210417_153809_gray.jpg,,necessaire,listrada,2.0,branco_2,dia,interno,2560x1440,1177396.0
97,20210417_153809.jpg,20210417_153809_grad.jpg,,necessaire,listrada,2.0,branco_2,dia,interno,2560x1440,1177396.0
98,20210417_153809.jpg,20210417_153809_excgrad.jpg,,necessaire,listrada,2.0,branco_2,dia,interno,2560x1440,1177396.0
99,20210417_153809.jpg,20210417_153809_log.jpg,,necessaire,listrada,2.0,branco_2,dia,interno,2560x1440,1177396.0
100,20210417_153809.jpg,20210417_153809_exp.jpg,,necessaire,listrada,2.0,branco_2,dia,interno,2560x1440,1177396.0
101,20210417_153809.jpg,20210417_153809_mean.jpg,,necessaire,listrada,2.0,branco_2,dia,interno,2560x1440,1177396.0
102,20210417_153810.jpg,20210417_153810_gray.jpg,,necessaire,listrada,3.0,branco_2,dia,interno,2560x1440,1217432.0
103,20210417_153810.jpg,20210417_153810_grad.jpg,,necessaire,listrada,3.0,branco_2,dia,interno,2560x1440,1217432.0
104,20210417_153810.jpg,20210417_153810_excgrad.jpg,,necessaire,listrada,3.0,branco_2,dia,interno,2560x1440,1217432.0
105,20210417_153810.jpg,20210417_153810_log.jpg,,necessaire,listrada,3.0,branco_2,dia,interno,2560x1440,1217432.0
106,20210417_153810.jpg,20210417_153810_exp.jpg,,necessaire,listrada,3.0,branco_2,dia,interno,2560x1440,1217432.0
107,20210417_153810.jpg,20210417_153810_mean.jpg,,necessaire,listrada,3.0,branco_2,dia,interno,2560x1440,1217432.0
108,20210417_153819.jpg,20210417_153819_gray.jpg,,necessaire,creme,1.0,branco_2,dia,interno,2560x1440,1082964.0
109,20210417_153819.jpg,20210417_153819_grad.jpg,,necessaire,creme,1.0,branco_2,dia,interno,2560x1440,1082964.0
110,20210417_153819.jpg,20210417_153819_excgrad.jpg,,necessaire,creme,1.0,branco_2,dia,interno,2560x1440,1082964.0
111,20210417_153819.jpg,20210417_153819_log.jpg,,necessaire,creme,1.0,branco_2,dia,interno,2560x1440,1082964.0
112,20210417_153819.jpg,20210417_153819_exp.jpg,,necessaire,creme,1.0,branco_2,dia,interno,2560x1440,1082964.0
113,20210417_153819.jpg,20210417_153819_mean.jpg,,necessaire,creme,1.0,branco_2,dia,interno,2560x1440,1082964.0
114,20210417_153820.jpg,20210417_153820_gray.jpg,,necessaire,creme,2.0,branco_2,dia,interno,2560x1440,1134902.0
115,20210417_153820.jpg,20210417_153820_grad.jpg,,necessaire,creme,2.0,branco_2,dia,interno,2560x1440,1134902.0
116,20210417_153820.jpg,20210417_153820_excgrad.jpg,,necessaire,creme,2.0,branco_2,dia,interno,2560x1440,1134902.0
117,20210417_153820.jpg,20210417_153820_log.jpg,,necessaire,creme,2.0,branco_2,dia,interno,2560x1440,1134902.0
118,20210417_153820.jpg,20210417_153820_exp.jpg,,necessaire,creme,2.0,branco_2,dia,interno,2560x1440,1134902.0
119,20210417_153820.jpg,20210417_153820_mean.jpg,,necessaire,creme,2.0,branco_2,dia,interno,2560x1440,1134902.0
120,20210417_153821.jpg,20210417_153821_gray.jpg,,necessaire,creme,3.0,branco_2,dia,interno,2560x1440,1124417.0
121,20210417_153821.jpg,20210417_153821_grad.jpg,,necessaire,creme,3.0,branco_2,dia,interno,2560x1440,1124417.0
122,20210417_153821.jpg,20210417_153821_excgrad.jpg,,necessaire,creme,3.0,branco_2,dia,interno,2560x1440,1124417.0
123,20210417_153821.jpg,20210417_153821_log.jpg,,necessaire,creme,3.0,branco_2,dia,interno,2560x1440,1124417.0
124,20210417_153821.jpg,20210417_153821_exp.jpg,,necessaire,creme,3.0,branco_2,dia,interno,2560x1440,1124417.0
125,20210417_153821.jpg,20210417_153821_mean.jpg,,necessaire,creme,3.0,branco_2,dia,interno,2560x1440,1124417.0
126,20210417_153835.jpg,20210417_153835_gray.jpg,,necessaire,vermelha,1.0,branco_2,dia,interno,2560x1440,1131113.0
127,20210417_153835.jpg,20210417_153835_grad.jpg,,necessaire,vermelha,1.0,branco_2,dia,interno,2560x1440,1131113.0
128,20210417_153835.jpg,20210417_153835_excgrad.jpg,,necessaire,vermelha,1.0,branco_2,dia,interno,2560x1440,1131113.0
129,20210417_153835.jpg,20210417_153835_log.jpg,,necessaire,vermelha,1.0,branco_2,dia,interno,2560x1440,1131113.0
130,20210417_153835.jpg,20210417_153835_exp.jpg,,necessaire,vermelha,1.0,branco_2,dia,interno,2560x1440,1131113.0
131,20210417_153835.jpg,20210417_153835_mean.jpg,,necessaire,vermelha,1.0,branco_2,dia,interno,2560x1440,1131113.0
132,20210417_153836.jpg,20210417_153836_gray.jpg,,necessaire,vermelha,2.0,branco_2,dia,interno,2560x1440,1191536.0
133,20210417_153836.jpg,20210417_153836_grad.jpg,,necessaire,vermelha,2.0,branco_2,dia,interno,2560x1440,1191536.0
134,20210417_153836.jpg,20210417_153836_excgrad.jpg,,necessaire,vermelha,2.0,branco_2,dia,interno,2560x1440,1191536.0
135,20210417_153836.jpg,20210417_153836_log.jpg,,necessaire,vermelha,2.0,branco_2,dia,interno,2560x1440,1191536.0
136,20210417_153836.jpg,20210417_153836_exp.jpg,,necessaire,vermelha,2.0,branco_2,dia,interno,2560x1440,1191536.0
137,20210417_153836.jpg,20210417_153836_mean.jpg,,necessaire,vermelha,2.0,branco_2,dia,interno,2560x1440,1191536.0
138,20210417_153837.jpg,20210417_153837_gray.jpg,,necessaire,vermelha,3.0,branco_2,dia,interno,2560x1440,1186311.0
139,20210417_153837.jpg,20210417_153837_grad.jpg,,necessaire,vermelha,3.0,branco_2,dia,interno,2560x1440,1186311.0
140,20210417_153837.jpg,20210417_153837_excgrad.jpg,,necessaire,vermelha,3.0,branco_2,dia,interno,2560x1440,1186311.0
141,20210417_153837.jpg,20210417_153837_log.jpg,,necessaire,vermelha,3.0,branco_2,dia,interno,2560x1440,1186311.0
142,20210417_153837.jpg,20210417_153837_exp.jpg,,necessaire,vermelha,3.0,branco_2,dia,interno,2560x1440,1186311.0
143,20210417_153837.jpg,20210417_153837_mean.jpg,,necessaire,vermelha,3.0,branco_2,dia,interno,2560x1440,1186311.0
144,20210417_153849.jpg,20210417_153849_gray.jpg,,necessaire,estrela,1.0,branco_2,dia,interno,2560x1440,1021538.0
145,20210417_153849.jpg,20210417_153849_grad.jpg,,necessaire,estrela,1.0,branco_2,dia,interno,2560x1440,1021538.0
146,20210417_153849.jpg,20210417_153849_excgrad.jpg,,necessaire,estrela,1.0,branco_2,dia,interno,2560x1440,1021538.0
147,20210417_153849.jpg,20210417_153849_log.jpg,,necessaire,estrela,1.0,branco_2,dia,interno,2560x1440,1021538.0
148,20210417_153849.jpg,20210417_153849_exp.jpg,,necessaire,estrela,1.0,branco_2,dia,interno,2560x1440,1021538.0
149,20210417_153849.jpg,20210417_153849_mean.jpg,,necessaire,estrela,1.0,branco_2,dia,interno,2560x1440,1021538.0
150,20210417_153850.jpg,20210417_153850_gray.jpg,,necessaire,estrela,2.0,branco_2,dia,interno,2560x1440,1047681.0
151,20210417_153850.jpg,20210417_153850_grad.jpg,,necessaire,estrela,2.0,branco_2,dia,interno,2560x1440,1047681.0
152,20210417_153850.jpg,20210417_153850_excgrad.jpg,,necessaire,estrela,2.0,branco_2,dia,interno,2560x1440,1047681.0
153,20210417_153850.jpg,20210417_153850_log.jpg,,necessaire,estrela,2.0,branco_2,dia,interno,2560x1440,1047681.0
154,20210417_153850.jpg,20210417_153850_exp.jpg,,necessaire,estrela,2.0,branco_2,dia,interno,2560x1440,1047681.0
155,20210417_153850.jpg,20210417_153850_mean.jpg,,necessaire,estrela,2.0,branco_2,dia,interno,2560x1440,1047681.0
156,20210417_153851.jpg,20210417_153851_gray.jpg,,necessaire,estrela,3.0,branco_2,dia,interno,2560x1440,1055285.0
157,20210417_153851.jpg,20210417_153851_grad.jpg,,necessaire,estrela,3.0,branco_2,dia,interno,2560x1440,1055285.0
158,20210417_153851.jpg,20210417_153851_excgrad.jpg,,necessaire,estrela,3.0,branco_2,dia,interno,2560x1440,1055285.0
159,20210417_153851.jpg,20210417_153851_log.jpg,,necessaire,estrela,3.0,branco_2,dia,interno,2560x1440,1055285.0
160,20210417_153851.jpg,20210417_153851_exp.jpg,,necessaire,estrela,3.0,branco_2,dia,interno,2560x1440,1055285.0
161,20210417_153851.jpg,20210417_153851_mean.jpg,,necessaire,estrela,3.0,branco_2,dia,interno,2560x1440,1055285.0
162,20210417_154406(0).jpg,20210417_154406(0)_gray.jpg,,colher,grande,1.0,branco_2,dia,interno,2560x1440,1193651.0
163,20210417_154406(0).jpg,20210417_154406(0)_grad.jpg,,colher,grande,1.0,branco_2,dia,interno,2560x1440,1193651.0
164,20210417_154406(0).jpg,20210417_154406(0)_excgrad.jpg,,colher,grande,1.0,branco_2,dia,interno,2560x1440,1193651.0
165,20210417_154406(0).jpg,20210417_154406(0)_log.jpg,,colher,grande,1.0,branco_2,dia,interno,2560x1440,1193651.0
166,20210417_154406(0).jpg,20210417_154406(0)_exp.jpg,,colher,grande,1.0,branco_2,dia,interno,2560x1440,1193651.0
167,20210417_154406(0).jpg,20210417_154406(0)_mean.jpg,,colher,grande,1.0,branco_2,dia,interno,2560x1440,1193651.0
168,20210417_154406.jpg,20210417_154406_gray.jpg,,colher,grande,2.0,branco_2,dia,interno,2560x1440,1209751.0
169,20210417_154406.jpg,20210417_154406_grad.jpg,,colher,grande,2.0,branco_2,dia,interno,2560x1440,1209751.0
170,20210417_154406.jpg,20210417_154406_excgrad.jpg,,colher,grande,2.0,branco_2,dia,interno,2560x1440,1209751.0
171,20210417_154406.jpg,20210417_154406_log.jpg,,colher,grande,2.0,branco_2,dia,interno,2560x1440,1209751.0
172,20210417_154406.jpg,20210417_154406_exp.jpg,,colher,grande,2.0,branco_2,dia,interno,2560x1440,1209751.0
173,20210417_154406.jpg,20210417_154406_mean.jpg,,colher,grande,2.0,branco_2,dia,interno,2560x1440,1209751.0
174,20210417_154407.jpg,20210417_154407_gray.jpg,,colher,grande,3.0,branco_2,dia,interno,2560x1440,1131876.0
175,20210417_154407.jpg,20210417_154407_grad.jpg,,colher,grande,3.0,branco_2,dia,interno,2560x1440,1131876.0
176,20210417_154407.jpg,20210417_154407_excgrad.jpg,,colher,grande,3.0,branco_2,dia,interno,2560x1440,1131876.0
177,20210417_154407.jpg,20210417_154407_log.jpg,,colher,grande,3.0,branco_2,dia,interno,2560x1440,1131876.0
178,20210417_154407.jpg,20210417_154407_exp.jpg,,colher,grande,3.0,branco_2,dia,interno,2560x1440,1131876.0
179,20210417_154407.jpg,20210417_154407_mean.jpg,,colher,grande,3.0,branco_2,dia,interno,2560x1440,1131876.0
180,20210417_154415(0).jpg,20210417_154415(0)_gray.jpg,,colher,média detalhe,1.0,branco_2,dia,interno,2560x1440,1082124.0
181,20210417_154415(0).jpg,20210417_154415(0)_grad.jpg,,colher,média detalhe,1.0,branco_2,dia,interno,2560x1440,1082124.0
182,20210417_154415(0).jpg,20210417_154415(0)_excgrad.jpg,,colher,média detalhe,1.0,branco_2,dia,interno,2560x1440,1082124.0
183,20210417_154415(0).jpg,20210417_154415(0)_log.jpg,,colher,média detalhe,1.0,branco_2,dia,interno,2560x1440,1082124.0
184,20210417_154415(0).jpg,20210417_154415(0)_exp.jpg,,colher,média detalhe,1.0,branco_2,dia,interno,2560x1440,1082124.0
185,20210417_154415(0).jpg,20210417_154415(0)_mean.jpg,,colher,média detalhe,1.0,branco_2,dia,interno,2560x1440,1082124.0
186,20210417_154415.jpg,20210417_154415_gray.jpg,,colher,média detalhe,2.0,branco_2,dia,interno,2560x1440,1220519.0
187,20210417_154415.jpg,20210417_154415_grad.jpg,,colher,média detalhe,2.0,branco_2,dia,interno,2560x1440,1220519.0
188,20210417_154415.jpg,20210417_154415_excgrad.jpg,,colher,média detalhe,2.0,branco_2,dia,interno,2560x1440,1220519.0
189,20210417_154415.jpg,20210417_154415_log.jpg,,colher,média detalhe,2.0,branco_2,dia,interno,2560x1440,1220519.0
190,20210417_154415.jpg,20210417_154415_exp.jpg,,colher,média detalhe,2.0,branco_2,dia,interno,2560x1440,1220519.0
191,20210417_154415.jpg,20210417_154415_mean.jpg,,colher,média detalhe,2.0,branco_2,dia,interno,2560x1440,1220519.0
192,20210417_154416.jpg,20210417_154416_gray.jpg,,colher,média detalhe,3.0,branco_2,dia,interno,2560x1440,1163729.0
193,20210417_154416.jpg,20210417_154416_grad.jpg,,colher,média detalhe,3.0,branco_2,dia,interno,2560x1440,1163729.0
194,20210417_154416.jpg,20210417_154416_excgrad.jpg,,colher,média detalhe,3.0,branco_2,dia,interno,2560x1440,1163729.0
195,20210417_154416.jpg,20210417_154416_log.jpg,,colher,média detalhe,3.0,branco_2,dia,interno,2560x1440,1163729.0
196,20210417_154416.jpg,20210417_154416_exp.jpg,,colher,média detalhe,3.0,branco_2,dia,interno,2560x1440,1163729.0
197,20210417_154416.jpg,20210417_154416_mean.jpg,,colher,média detalhe,3.0,branco_2,dia,interno,2560x1440,1163729.0
198,20210417_154424(0).jpg,20210417_154424(0)_gray.jpg,,colher,média,1.0,branco_2,dia,interno,2560x1440,1202993.0
199,20210417_154424(0).jpg,20210417_154424(0)_grad.jpg,,colher,média,1.0,branco_2,dia,interno,2560x1440,1202993.0
200,20210417_154424(0).jpg,20210417_154424(0)_excgrad.jpg,,colher,média,1.0,branco_2,dia,interno,2560x1440,1202993.0
201,20210417_154424(0).jpg,20210417_154424(0)_log.jpg,,colher,média,1.0,branco_2,dia,interno,2560x1440,1202993.0
202,20210417_154424(0).jpg,20210417_154424(0)_exp.jpg,,colher,média,1.0,branco_2,dia,interno,2560x1440,1202993.0
203,20210417_154424(0).jpg,20210417_154424(0)_mean.jpg,,colher,média,1.0,branco_2,dia,interno,2560x1440,1202993.0
204,20210417_154424.jpg,20210417_154424_gray.jpg,,colher,média,2.0,branco_2,dia,interno,2560x1440,1178310.0
205,20210417_154424.jpg,20210417_154424_grad.jpg,,colher,média,2.0,branco_2,dia,interno,2560x1440,1178310.0
206,20210417_154424.jpg,20210417_154424_excgrad.jpg,,colher,média,2.0,branco_2,dia,interno,2560x1440,1178310.0
207,20210417_154424.jpg,20210417_154424_log.jpg,,colher,média,2.0,branco_2,dia,interno,2560x1440,1178310.0
208,20210417_154424.jpg,20210417_154424_exp.jpg,,colher,média,2.0,branco_2,dia,interno,2560x1440,1178310.0
209,20210417_154424.jpg,20210417_154424_mean.jpg,,colher,média,2.0,branco_2,dia,interno,2560x1440,1178310.0
210,20210417_154425.jpg,20210417_154425_gray.jpg,,colher,média,3.0,branco_2,dia,interno,2560x1440,1188557.0
211,20210417_154425.jpg,20210417_154425_grad.jpg,,colher,média,3.0,branco_2,dia,interno,2560x1440,1188557.0
