,arquivo,convertida
137,20210417_153820.jpg,20210417_153820_log.jpg
138,20210417_153820.jpg,20210417_153820_exp.jpg
139,20210417_153820.jpg,20210417_153820_mean.jpg
141,20210417_153821.jpg,20210417_153821_gray.jpg
142,20210417_153821.jpg,20210417_153821_grad.jpg
143,20210417_153821.jpg,20210417_153821_excgrad.jpg
144,20210417_153821.jpg,20210417_153821_log.jpg
145,20210417_153821.jpg,20210417_153821_exp.jpg
146,20210417_153821.jpg,20210417_153821_mean.jpg
148,20210417_153835.jpg,20210417_153835_gray.jpg
149,20210417_153835.jpg,20210417_153835_grad.jpg
150,20210417_153835.jpg,20210417_153835_excgrad.jpg
151,20210417_153835.jpg,20210417_153835_log.jpg
152,20210417_153835.jpg,20210417_153835_exp.jpg
153,20210417_153835.jpg,20210417_153835_mean.jpg
155,20210417_153836.jpg,20210417_153836_gray.jpg
156,20210417_153836.jpg,20210417_153836_grad.jpg
157,20210417_153836.jpg,20210417_153836_excgrad.jpg
158,20210417_153836.jpg,20210417_153836_log.jpg
159,20210417_153836.jpg,20210417_153836_exp.jpg
160,20210417_153836.jpg,20210417_153836_mean.jpg
162,20210417_153837.jpg,20210417_153837_gray.jpg
163,20210417_153837.jpg,20210417_153837_grad.jpg
164,20210417_153837.jpg,20210417_153837_excgrad.jpg
165,20210417_153837.jpg,20210417_153837_log.jpg
166,20210417_153837.jpg,20210417_153837_exp.jpg
167,20210417_153837.jpg,20210417_153837_mean.jpg
169,20210417_153849.jpg,20210417_153849_gray.jpg
170,20210417_153849.jpg,20210417_153849_grad.jpg
171,20210417_153849.jpg,20210417_153849_excgrad.jpg
172,20210417_153849.jpg,20210417_153849_log.jpg
173,20210417_153849.jpg,20210417_153849_exp.jpg
174,20210417_153849.jpg,20210417_153849_mean.jpg
176,20210417_153850.jpg,20210417_153850_gray.jpg
177,20210417_153850.jpg,20210417_153850_grad.jpg
178,20210417_153850.jpg,20210417_153850_excgrad.jpg
179,20210417_153850.jpg,20210417_153850_log.jpg
180,20210417_153850.jpg,20210417_153850_exp.jpg
181,20210417_153850.jpg,20210417_153850_mean.jpg
183,20210417_153851.jpg,20210417_153851_gray.jpg
184,20210417_153851.jpg,20210417_153851_grad.jpg
185,20210417_153851.jpg,20210417_153851_excgrad.jpg
186,20210417_153851.jpg,20210417_153851_log.jpg
187,20210417_153851.jpg,20210417_153851_exp.jpg
188,20210417_153851.jpg,20210417_153851_mean.jpg
190,20210417_154406(0).jpg,20210417_154406(0)_gray.jpg
191,20210417_154406(0).jpg,20210417_154406(0)_grad.jpg
192,20210417_154406(0).jpg,20210417_154406(0)_excgrad.jpg
193,20210417_154406(0).jpg,20210417_154406(0)_log.jpg
194,20210417_154406(0).jpg,20210417_154406(0)_exp.jpg
195,20210417_154406(0).jpg,20210417_154406(0)_mean.jpg
197,20210417_154406.jpg,20210417_154406_gray.jpg
198,20210417_154406.jpg,20210417_154406_grad.jpg
199,20210417_154406.jpg,20210417_154406_excgrad.jpg
200,20210417_154406.jpg,20210417_154406_log.jpg
201,20210417_154406.jpg,20210417_154406_exp.jpg
202,20210417_154406.jpg,20210417_154406_mean.jpg
204,20210417_154407.jpg,20210417_154407_gray.jpg
205,20210417_154407.jpg,20210417_154407_grad.jpg
206,20210417_154407.jpg,20210417_154407_excgrad.jpg
207,20210417_154407.jpg,20210417_154407_log.jpg
208,20210417_154407.jpg,20210417_154407_exp.jpg
209,20210417_154407.jpg,20210417_154407_mean.jpg
211,20210417_154415(0).jpg,20210417_154415(0)_gray.jpg
212,20210417_154415(0).jpg,20210417_154415(0)_grad.jpg
213,20210417_154415(0).jpg,20210417_154415(0)_excgrad.jpg
214,20210417_154415(0).jpg,20210417_154415(0)_log.jpg
215,20210417_154415(0).jpg,20210417_154415(0)_exp.jpg
216,20210417_154415(0).jpg,20210417_154415(0)_mean.jpg
218,20210417_154415.jpg,20210417_154415_gray.jpg
219,20210417_154415.jpg,20210417_154415_grad.jpg
220,20210417_154415.jpg,20210417_154415_excgrad.jpg
221,20210417_154415.jpg,20210417_154415_log.jpg
222,20210417_154415.jpg,20210417_154415_exp.jpg
223,20210417_154415.jpg,20210417_154415_mean.jpg
225,20210417_154416.jpg,20210417_154416_gray.jpg
226,20210417_154416.jpg,20210417_154416_grad.jpg
227,20210417_154416.jpg,20210417_154416_excgrad.jpg
228,20210417_154416.jpg,20210417_154416_log.jpg
229,20210417_154416.jpg,20210417_154416_exp.jpg
230,20210417_154416.jpg,20210417_154416_mean.jpg
232,20210417_154424(0).jpg,20210417_154424(0)_gray.jpg
233,20210417_154424(0).jpg,20210417_154424(0)_grad.jpg
234,20210417_154424(0).jpg,20210417_154424(0)_excgrad.jpg
235,20210417_154424(0).jpg,20210417_154424(0)_log.jpg
236,20210417_154424(0).jpg,20210417_154424(0)_exp.jpg
237,20210417_154424(0).jpg,20210417_154424(0)_mean.jpg
239,20210417_154424.jpg,20210417_154424_gray.jpg
240,20210417_154424.jpg,20210417_154424_grad.jpg
241,20210417_154424.jpg,20210417_154424_excgrad.jpg
242,20210417_154424.jpg,20210417_154424_log.jpg
243,20210417_154424.jpg,20210417_154424_exp.jpg
244,20210417_154424.jpg,20210417_154424_mean.jpg
246,20210417_154425.jpg,20210417_154425_gray.jpg
247,20210417_154425.jpg,20210417_154425_grad.jpg
248,20210417_154425.jpg,20210417_154425_excgrad.jpg
249,20210417_154425.jpg,20210417_154425_log.jpg
250,20210417_154425.jpg,20210417_154425_exp.jpg
251,20210417_154425.jpg,20210417_154425_mean.jpg
253,20210417_154432.jpg,20210417_154432_gray.jpg
254,20210417_154432.jpg,20210417_154432_grad.jpg
255,20210417_154432.jpg,20210417_154432_excgrad.jpg
256,20210417_154432.jpg,20210417_154432_log.jpg
257,20210417_154432.jpg,20210417_154432_exp.jpg
258,20210417_154432.jpg,20210417_154432_mean.jpg
260,20210417_154433.jpg,20210417_154433_gray.jpg
261,20210417_154433.jpg,20210417_154433_grad.jpg
262,20210417_154433.jpg,20210417_154433_excgrad.jpg
263,20210417_154433.jpg,20210417_154433_log.jpg
264,20210417_154433.jpg,20210417_154433_exp.jpg
265,20210417_154433.jpg,20210417_154433_mean.jpg
267,20210417_154434.jpg,20210417_154434_gray.jpg
268,20210417_154434.jpg,20210417_154434_grad.jpg
269,20210417_154434.jpg,20210417_154434_excgrad.jpg
270,20210417_154434.jpg,20210417_154434_log.jpg
271,20210417_154434.jpg,20210417_154434_exp.jpg
272,20210417_154434.jpg,20210417_154434_mean.jpg
274,20210417_154444(0).jpg,20210417_154444(0)_gray.jpg
275,20210417_154444(0).jpg,20210417_154444(0)_grad.jpg
276,20210417_154444(0).jpg,20210417_154444(0)_excgrad.jpg
277,20210417_154444(0).jpg,20210417_154444(0)_log.jpg
278,20210417_154444(0).jpg,20210417_154444(0)_exp.jpg
279,20210417_154444(0).jpg,20210417_154444(0)_mean.jpg
281,20210417_154444.jpg,20210417_154444_gray.jpg
282,20210417_154444.jpg,20210417_154444_grad.jpg
283,20210417_154444.jpg,20210417_154444_excgrad.jpg
284,20210417_154444.jpg,20210417_154444_log.jpg
285,20210417_154444.jpg,20210417_154444_exp.jpg
286,20210417_154444.jpg,20210417_154444_mean.jpg
288,20210417_154445.jpg,20210417_154445_gray.jpg
289,20210417_154445.jpg,20210417_154445_grad.jpg
290,20210417_154445.jpg,20210417_154445_excgrad.jpg
291,20210417_154445.jpg,20210417_154445_log.jpg
292,20210417_154445.jpg,20210417_154445_exp.jpg
293,20210417_154445.jpg,20210417_154445_mean.jpg
295,20210417_154555.jpg,20210417_154555_gray.jpg
296,20210417_154555.jpg,20210417_154555_grad.jpg
297,20210417_154555.jpg,20210417_154555_excgrad.jpg
298,20210417_154555.jpg,20210417_154555_log.jpg
299,20210417_154555.jpg,20210417_154555_exp.jpg
300,20210417_154555.jpg,20210417_154555_mean.jpg
302,20210417_154557.jpg,20210417_154557_gray.jpg
303,20210417_154557.jpg,20210417_154557_grad.jpg
304,20210417_154557.jpg,20210417_154557_excgrad.jpg
305,20210417_154557.jpg,20210417_154557_log.jpg
306,20210417_154557.jpg,20210417_154557_exp.jpg
307,20210417_154557.jpg,20210417_154557_mean.jpg
309,20210417_154558.jpg,20210417_154558_gray.jpg
310,20210417_154558.jpg,20210417_154558_grad.jpg
311,20210417_154558.jpg,20210417_154558_excgrad.jpg
312,20210417_154558.jpg,20210417_154558_log.jpg
313,20210417_154558.jpg,20210417_154558_exp.jpg
314,20210417_154558.jpg,20210417_154558_mean.jpg
316,20210417_154611(0).jpg,20210417_154611(0)_gray.jpg
317,20210417_154611(0).jpg,20210417_154611(0)_grad.jpg
318,20210417_154611(0).jpg,20210417_154611(0)_excgrad.jpg
319,20210417_154611(0).jpg,20210417_154611(0)_log.jpg
320,20210417_154611(0).jpg,20210417_154611(0)_exp.jpg
321,20210417_154611(0).jpg,20210417_154611(0)_mean.jpg
323,20210417_154611.jpg,20210417_154611_gray.jpg
324,20210417_154611.jpg,20210417_154611_grad.jpg
325,20210417_154611.jpg,20210417_154611_excgrad.jpg
326,20210417_154611.jpg,20210417_154611_log.jpg
327,20210417_154611.jpg,20210417_154611_exp.jpg
328,20210417_154611.jpg,20210417_154611_mean.jpg
330,20210417_154612.jpg,20210417_154612_gray.jpg
331,20210417_154612.jpg,20210417_154612_grad.jpg
332,20210417_154612.jpg,20210417_154612_excgrad.jpg
333,20210417_154612.jpg,20210417_154612_log.jpg
334,20210417_154612.jpg,20210417_154612_exp.jpg
335,20210417_154612.jpg,20210417_154612_mean.jpg
337,20210417_154621(0).jpg,20210417_154621(0)_gray.jpg
338,20210417_154621(0).jpg,20210417_154621(0)_grad.jpg
339,20210417_154621(0).jpg,20210417_154621(0)_excgrad.jpg
340,20210417_154621(0).jpg,20210417_154621(0)_log.jpg
341,20210417_154621(0).jpg,20210417_154621(0)_exp.jpg
342,20210417_154621(0).jpg,20210417_154621(0)_mean.jpg
344,20210417_154621.jpg,20210417_154621_gray.jpg
345,20210417_154621.jpg,20210417_154621_grad.jpg
346,20210417_154621.jpg,20210417_154621_excgrad.jpg
347,20210417_154621.jpg,20210417_154621_log.jpg
348,20210417_154621.jpg,20210417_154621_exp.jpg
349,20210417_154621.jpg,20210417_154621_mean.jpg
351,20210417_154622.jpg,20210417_154622_gray.jpg
352,20210417_154622.jpg,20210417_154622_grad.jpg
353,20210417_154622.jpg,20210417_154622_excgrad.jpg
354,20210417_154622.jpg,20210417_154622_log.jpg
355,20210417_154622.jpg,20210417_154622_exp.jpg
356,20210417_154622.jpg,20210417_154622_mean.jpg
358,20210417_154631.jpg,20210417_154631_gray.jpg
359,20210417_154631.jpg,20210417_154631_grad.jpg
360,20210417_154631.jpg,20210417_154631_excgrad.jpg
361,20210417_154631.jpg,20210417_154631_log.jpg
362,20210417_154631.jpg,20210417_154631_exp.jpg
363,20210417_154631.jpg,20210417_154631_mean.jpg
365,20210417_154632.jpg,20210417_154632_gray.jpg
366,20210417_154632.jpg,20210417_154632_grad.jpg
367,20210417_154632.jpg,20210417_154632_excgrad.jpg
368,20210417_154632.jpg,20210417_154632_log.jpg
369,20210417_154632.jpg,20210417_154632_exp.jpg
370,20210417_154632.jpg,20210417_154632_mean.jpg
372,20210417_154633.jpg,20210417_154633_gray.jpg
373,20210417_154633.jpg,20210417_154633_grad.jpg
374,20210417_154633.jpg,20210417_154633_excgrad.jpg
375,20210417_154633.jpg,20210417_154633_log.jpg
376,20210417_154633.jpg,20210417_154633_exp.jpg
377,20210417_154633.jpg,20210417_154633_mean.jpg
379,20210417_154640.jpg,20210417_154640_gray.jpg
380,20210417_154640.jpg,20210417_154640_grad.jpg
381,20210417_154640.jpg,20210417_154640_excgrad.jpg
382,20210417_154640.jpg,20210417_154640_log.jpg
383,20210417_154640.jpg,20210417_154640_exp.jpg
384,20210417_154640.jpg,20210417_154640_mean.jpg
386,20210417_154641.jpg,20210417_154641_gray.jpg
387,20210417_154641.jpg,20210417_154641_grad.jpg
388,20210417_154641.jpg,20210417_154641_excgrad.jpg
389,20210417_154641.jpg,20210417_154641_log.jpg
390,20210417_154641.jpg,20210417_154641_exp.jpg
391,20210417_154641.jpg,20210417_154641_mean.jpg
393,20210417_154642.jpg,20210417_154642_gray.jpg
394,20210417_154642.jpg,20210417_154642_grad.jpg
395,20210417_154642.jpg,20210417_154642_excgrad.jpg
396,20210417_154642.jpg,20210417_154642_log.jpg
397,20210417_154642.jpg,20210417_154642_exp.jpg
398,20210417_154642.jpg,20210417_154642_mean.jpg
400,20210417_154649.jpg,20210417_154649_gray.jpg
401,20210417_154649.jpg,20210417_154649_grad.jpg
402,20210417_154649.jpg,20210417_154649_excgrad.jpg
403,20210417_154649.jpg,20210417_154649_log.jpg
404,20210417_154649.jpg,20210417_154649_exp.jpg
405,20210417_154649.jpg,20210417_154649_mean.jpg
407,20210417_154650.jpg,20210417_154650_gray.jpg
408,20210417_154650.jpg,20210417_154650_grad.jpg
409,20210417_154650.jpg,20210417_154650_excgrad.jpg
410,20210417_154650.jpg,20210417_154650_log.jpg
411,20210417_154650.jpg,20210417_154650_exp.jpg
412,20210417_154650.jpg,20210417_154650_mean.jpg
414,20210417_154652.jpg,20210417_154652_gray.jpg
415,20210417_154652.jpg,20210417_154652_grad.jpg
416,20210417_154652.jpg,20210417_154652_excgrad.jpg
417,20210417_154652.jpg,20210417_154652_log.jpg
418,20210417_154652.jpg,20210417_154652_exp.jpg
419,20210417_154652.jpg,20210417_154652_mean.jpg
421,20210417_155102(0).jpg,20210417_155102(0)_gray.jpg
422,20210417_155102(0).jpg,20210417_155102(0)_grad.jpg
423,20210417_155102(0).jpg,20210417_155102(0)_excgrad.jpg
424,20210417_155102(0).jpg,20210417_155102(0)_log.jpg
425,20210417_155102(0).jpg,20210417_155102(0)_exp.jpg
426,20210417_155102(0).jpg,20210417_155102(0)_mean.jpg
428,20210417_155102.jpg,20210417_155102_gray.jpg
429,20210417_155102.jpg,20210417_155102_grad.jpg
430,20210417_155102.jpg,20210417_155102_excgrad.jpg
431,20210417_155102.jpg,20210417_155102_log.jpg
432,20210417_155102.jpg,20210417_155102_exp.jpg
433,20210417_155102.jpg,20210417_155102_mean.jpg
435,20210417_155103.jpg,20210417_155103_gray.jpg
436,20210417_155103.jpg,20210417_155103_grad.jpg
437,20210417_155103.jpg,20210417_155103_excgrad.jpg
438,20210417_155103.jpg,20210417_155103_log.jpg
439,20210417_155103.jpg,20210417_155103_exp.jpg
440,20210417_155103.jpg,20210417_155103_mean.jpg
442,20210417_155112(0).jpg,20210417_155112(0)_gray.jpg
443,20210417_155112(0).jpg,20210417_155112(0)_grad.jpg
444,20210417_155112(0).jpg,20210417_155112(0)_excgrad.jpg
445,20210417_155112(0).jpg,20210417_155112(0)_log.jpg
446,20210417_155112(0).jpg,20210417_155112(0)_exp.jpg
447,20210417_155112(0).jpg,20210417_155112(0)_mean.jpg
449,20210417_155112.jpg,20210417_155112_gray.jpg
450,20210417_155112.jpg,20210417_155112_grad.jpg
451,20210417_155112.jpg,20210417_155112_excgrad.jpg
452,20210417_155112.jpg,20210417_155112_log.jpg
453,20210417_155112.jpg,20210417_155112_exp.jpg
454,20210417_155112.jpg,20210417_155112_mean.jpg
456,20210417_155113.jpg,20210417_155113_gray.jpg
457,20210417_155113.jpg,20210417_155113_grad.jpg
458,20210417_155113.jpg,20210417_155113_excgrad.jpg
459,20210417_155113.jpg,20210417_155113_log.jpg
460,20210417_155113.jpg,20210417_155113_exp.jpg
461,20210417_155113.jpg,20210417_155113_mean.jpg
463,20210417_155119.jpg,20210417_155119_gray.jpg
464,20210417_155119.jpg,20210417_155119_grad.jpg
465,20210417_155119.jpg,20210417_155119_excgrad.jpg
466,20210417_155119.jpg,20210417_155119_log.jpg
467,20210417_155119.jpg,20210417_155119_exp.jpg
468,20210417_155119.jpg,20210417_155119_mean.jpg
470,20210417_155120.jpg,20210417_155120_gray.jpg
471,20210417_155120.jpg,20210417_155120_grad.jpg
472,20210417_155120.jpg,20210417_155120_excgrad.jpg
473,20210417_155120.jpg,20210417_155120_log.jpg
474,20210417_155120.jpg,20210417_155120_exp.jpg
475,20210417_155120.jpg,20210417_155120_mean.jpg
477,20210417_155121.jpg,20210417_155121_gray.jpg
478,20210417_155121.jpg,20210417_155121_grad.jpg
479,20210417_155121.jpg,20210417_155121_excgrad.jpg
480,20210417_155121.jpg,20210417_155121_log.jpg
481,20210417_155121.jpg,20210417_155121_exp.jpg
482,20210417_155121.jpg,20210417_155121_mean.jpg
484,20210417_155128.jpg,20210417_155128_gray.jpg
485,20210417_155128.jpg,20210417_155128_grad.jpg
486,20210417_155128.jpg,20210417_155128_excgrad.jpg
487,20210417_155128.jpg,20210417_155128_log.jpg
488,20210417_155128.jpg,20210417_155128_exp.jpg
489,20210417_155128.jpg,20210417_155128_mean.jpg
491,20210417_155129(0).jpg,20210417_155129(0)_gray.jpg
492,20210417_155129(0).jpg,20210417_155129(0)_grad.jpg
493,20210417_155129(0).jpg,20210417_155129(0)_excgrad.jpg
494,20210417_155129(0).jpg,20210417_155129(0)_log.jpg
495,20210417_155129(0).jpg,20210417_155129(0)_exp.jpg
496,20210417_155129(0).jpg,20210417_155129(0)_mean.jpg
498,20210417_155129.jpg,20210417_155129_gray.jpg
499,20210417_155129.jpg,20210417_155129_grad.jpg
500,20210417_155129.jpg,20210417_155129_excgrad.jpg
501,20210417_155129.jpg,20210417_155129_log.jpg
502,20210417_155129.jpg,20210417_155129_exp.jpg
503,20210417_155129.jpg,20210417_155129_mean.jpg
505,20210417_155142(0).jpg,20210417_155142(0)_gray.jpg
506,20210417_155142(0).jpg,20210417_155142(0)_grad.jpg
507,20210417_155142(0).jpg,20210417_155142(0)_excgrad.jpg
508,20210417_155142(0).jpg,20210417_155142(0)_log.jpg
509,20210417_155142(0).jpg,20210417_155142(0)_exp.jpg
510,20210417_155142(0).jpg,20210417_155142(0)_mean.jpg
512,20210417_155142.jpg,20210417_155142_gray.jpg
513,20210417_155142.jpg,20210417_155142_grad.jpg
514,20210417_155142.jpg,20210417_155142_excgrad.jpg
515,20210417_155142.jpg,20210417_155142_log.jpg
516,20210417_155142.jpg,20210417_155142_exp.jpg
517,20210417_155142.jpg,20210417_155142_mean.jpg
519,20210417_155143.jpg,20210417_155143_gray.jpg
520,20210417_155143.jpg,20210417_155143_grad.jpg
521,20210417_155143.jpg,20210417_155143_excgrad.jpg
522,20210417_155143.jpg,20210417_155143_log.jpg
523,20210417_155143.jpg,20210417_155143_exp.jpg
524,20210417_155143.jpg,20210417_155143_mean.jpg
526,20210417_155224.jpg,20210417_155224_gray.jpg
527,20210417_155224.jpg,20210417_155224_grad.jpg
528,20210417_155224.jpg,20210417_155224_excgrad.jpg
529,20210417_155224.jpg,20210417_155224_log.jpg
530,20210417_155224.jpg,20210417_155224_exp.jpg
531,20210417_155224.jpg,20210417_155224_mean.jpg
533,20210417_155225.jpg,20210417_155225_gray.jpg
534,20210417_155225.jpg,20210417_155225_grad.jpg
535,20210417_155225.jpg,20210417_155225_excgrad.jpg
536,20210417_155225.jpg,20210417_155225_log.jpg
537,20210417_155225.jpg,20210417_155225_exp.jpg
538,20210417_155225.jpg,20210417_155225_mean.jpg
540,20210417_155226.jpg,20210417_155226_gray.jpg
541,20210417_155226.jpg,20210417_155226_grad.jpg
542,20210417_155226.jpg,20210417_155226_excgrad.jpg
543,20210417_155226.jpg,20210417_155226_log.jpg
544,20210417_155226.jpg,20210417_155226_exp.jpg
545,20210417_155226.jpg,20210417_155226_mean.jpg
547,20210417_155234(0).jpg,20210417_155234(0)_gray.jpg
548,20210417_155234(0).jpg,20210417_155234(0)_grad.jpg
549,20210417_155234(0).jpg,20210417_155234(0)_excgrad.jpg
550,20210417_155234(0).jpg,20210417_155234(0)_log.jpg
551,20210417_155234(0).jpg,20210417_155234(0)_exp.jpg
552,20210417_155234(0).jpg,20210417_155234(0)_mean.jpg
554,20210417_155234.jpg,20210417_155234_gray.jpg
555,20210417_155234.jpg,20210417_155234_grad.jpg
556,20210417_155234.jpg,20210417_155234_excgrad.jpg
557,20210417_155234.jpg,20210417_155234_log.jpg
558,20210417_155234.jpg,20210417_155234_exp.jpg
559,20210417_155234.jpg,20210417_155234_mean.jpg
561,20210417_155235.jpg,20210417_155235_gray.jpg
562,20210417_155235.jpg,20210417_155235_grad.jpg
563,20210417_155235.jpg,20210417_155235_excgrad.jpg
564,20210417_155235.jpg,20210417_155235_log.jpg
565,20210417_155235.jpg,20210417_155235_exp.jpg
566,20210417_155235.jpg,20210417_155235_mean.jpg
568,20210417_155248.jpg,20210417_155248_gray.jpg
569,20210417_155248.jpg,20210417_155248_grad.jpg
570,20210417_155248.jpg,20210417_155248_excgrad.jpg
571,20210417_155248.jpg,20210417_155248_log.jpg
572,20210417_155248.jpg,20210417_155248_exp.jpg
573,20210417_155248.jpg,20210417_155248_mean.jpg
575,20210417_155249.jpg,20210417_155249_gray.jpg
576,20210417_155249.jpg,20210417_155249_grad.jpg
577,20210417_155249.jpg,20210417_155249_excgrad.jpg
578,20210417_155249.jpg,20210417_155249_log.jpg
