image,id,label,annotator,annotation_id
20210502_212755_gray2.jpg,81,"[{""points"": [[44.460432025281314, 60.375015573795835], [39.59480392679516, 60.199663888577014], [39.46157714192765, 60.002888280446776], [39.384445845425404, 59.684299200616856], [39.384445845425404, 59.37508038784078], [39.5036487582016, 59.0283805068494], [39.6228516709778, 58.80349409755771], [44.5118029761813, 58.79352892146432], [44.49990799467272, 53.405058478457015], [39.7638411628175, 53.478233009219615], [39.61286782832804, 53.36966274382469], [39.4743358999338, 53.173959699452304], [39.442671459157964, 52.893628311567554], [39.434755348964, 52.56569348045709], [39.533706726388466, 52.338254807267575], [39.71973531594647, 52.17428739171234], [39.95460244690053, 52.133305025807374], [40.99805653127111, 52.116705026135236], [44.4513926676404, 51.9009050303975], [44.712256188733036, 49.604784775748115], [49.48003794294177, 49.63451540468053], [49.5435182883603, 46.87447364709123], [57.831401759111934, 46.85016958757125], [58.20225462346687, 63.45544133129893], [57.90357650573031, 64.1328492136822], [49.857003216262896, 64.07942989218459], [49.585976181361445, 63.79270262512047], [49.57468338824055, 62.7514299184139], [44.71588505088072, 62.814468389543705]], ""polygonlabels"": [""objeto""], ""original_width"": 1152, ""original_height"": 862}]",phgcarv@gmail.com,89
20210502_212418_gray2.jpg,80,"[{""points"": [[16.567796582488, 48.06578323335125], [43.79452120747793, 48.14205978341823], [43.82410942262609, 47.55881604897563], [55.814631594071564, 46.847672360357834], [59.07558870954067, 46.5268587746942], [61.50998359002422, 46.374305674560226], [64.02146342964593, 45.91664637415827], [66.59002235653179, 45.45898707375631], [67.52029902156215, 45.47932343608281], [68.24778527152738, 45.600843733682666], [68.75702564650302, 45.86818838840235], [69.28445317772781, 46.15983710264201], [69.83006786520173, 46.45148581688166], [70.12106236518781, 46.888958888241135], [70.44843117767216, 47.13199948344085], [70.84854861515302, 47.666688792880215], [70.93948439639868, 48.2742902808795], [70.90311008390042, 49.00341206647863], [70.64848989641258, 49.75683791159773], [70.28474677142998, 50.41304751863695], [69.83006786520173, 50.874824649516405], [69.21170455273129, 51.40951395895577], [68.53877977151346, 51.72546673271539], [67.81129352154824, 52.01711544695505], [66.9564971778391, 52.04141950647502], [63.66462189674649, 51.871291089835225], [57.7965703240585, 51.958663527268335], [51.7795669242928, 52.07034002422142], [47.01610589947828, 52.29369301812759], [44.08592069838107, 52.25962126063303], [43.830398668434604, 51.9583312665838], [43.78039126388777, 51.746476593324296], [43.42733682079728, 51.708995525109], [43.153871315016595, 52.224360213069154], [43.01363259410342, 52.58980062816817], [42.88040580923591, 52.94587077621335], [42.740167088322735, 53.198867986666514], [42.64199998368351, 53.40501386185057], [42.53682094299863, 53.583048935873165], [42.45968964649639, 53.67675160641137], [42.3404867337202, 53.770454276949586], [42.13714058839609, 53.81730561221869], [42.01092573957424, 53.81730561221869], [39.88447408740997, 53.964269384512335], [39.61607647124225, 53.60351410294025], [34.64433553678531, 53.972046542885415], [29.772234172808357, 53.72635824958863], [25.819397217128945, 53.48066995629184], [22.234266024768548, 52.62076092975308], [19.098155309494764, 50.81647057009491], [18.347735055499392, 50.26654261533652], [17.52469348660124, 49.61956855091488]], ""polygonlabels"": [""objeto""], ""original_width"": 1152, ""original_height"": 862}]",phgcarv@gmail.com,88
20210502_212406_gray2.jpg,79,"[{""points"": [[20.01361629437389, 52.49803400999167], [47.9823690537975, 51.04877955871879], [48.20162937648494, 50.28601405804887], [75.62474586381495, 47.900074585533346], [75.96484568567368, 48.220888171196954], [76.10488678879199, 48.83578087705223], [76.26493376378434, 49.878425030458985], [76.30494550753242, 50.84086578744985], [76.36496312315455, 51.56269635519299], [76.34495725128053, 53.03309195615124], [76.22492202003625, 53.94206378219817], [75.90482807005156, 54.77083221182919], [48.35070267548307, 55.18775611188329], [48.24055000213416, 54.48463028680048], [47.81909629540786, 54.43343013897549], [47.6275264287141, 54.86863139548789], [47.41834307159311, 56.39655602668918], [47.1538026170603, 56.661691221452514], [46.8561946057109, 56.88263721708861], [44.12812116834132, 56.97101561534304], [36.47375504710632, 57.37410071942446], [29.071332436069987, 57.37410071942446], [25.178605655212564, 56.757843039730204], [22.69187578126894, 55.64034238300192]], ""polygonlabels"": [""objeto""], ""original_width"": 1152, ""original_height"": 862}]",phgcarv@gmail.com,87
20210502_212358_gray2.jpg,78,"[{""points"": [[3.7685060565275896, 57.985659534597865], [4.041406548877094, 56.735309694007846], [4.626193318197459, 55.12027448324573], [5.4838805798673285, 53.60943509253279], [6.4195394107799135, 52.51537898201652], [7.31621245707114, 51.473420781524844], [8.875643841925447, 50.69195213115608], [9.811302672838032, 50.327266760983996], [13.787852704216517, 50.379364671008574], [19.63572039742017, 50.27516885095941], [27.198962613963566, 50.327266760983996], [30.38763287583735, 50.19181660872056], [34.88871891848501, 50.09709313594859], [42.29601799654297, 49.81292271763269], [45.450322388634646, 49.62347577208874], [58.686059247403286, 48.81152834681615], [59.01626884314618, 47.92898975099969], [78.03941445344854, 45.79214220543162], [84.26078054218793, 45.397461278121405], [91.14615140072239, 45.107659694081306], [92.64342071465055, 45.22366534293919], [93.39818550492004, 45.66493464084743], [94.29446869336503, 48.12343501490755], [94.67185108849979, 49.82547373541072], [94.5775054897161, 51.401435513654384], [94.20012309458136, 52.473089522860086], [93.16232150796083, 53.1665127052873], [91.79431032559737, 53.41866658980628], [89.29415195782968, 54.55335907014172], [87.3128943833723, 54.868551425790464], [85.33163680891491, 55.309820723698685], [83.49189763263304, 55.81412849273666], [79.76524648067745, 56.318436261774636], [73.63278255973788, 56.38147473290439], [70.61372339865994, 55.94020543499615], [68.39660182724333, 55.68805155047717], [67.26445464183911, 55.561974608217675], [66.17948025582672, 55.43589766595818], [65.2831970673817, 55.498936137087924], [64.57560507650406, 55.877166963866415], [63.86801308562642, 56.19235931951514], [63.23769025687706, 56.65855275377673], [62.35897234655345, 57.51255851881329], [61.40037098983678, 58.58006572510897], [60.52165307951316, 59.647572931404675], [60.20211929394093, 59.1849864753432], [59.88258550836872, 58.72240001928174], [58.92398415165205, 58.82915073991131], [57.75236027122056, 58.97148503408407], [57.299687408326584, 58.15306284259071], [51.07510045937341, 59.014821597195116], [44.683955839153256, 59.003048925981936], [34.8166880627327, 59.05820652372151], [26.8790300268846, 59.1422750000974], [19.11170928667564, 58.81294964028777], [7.778475532466123, 58.19182422727165]], ""polygonlabels"": [""objeto""], ""original_width"": 1152, ""original_height"": 862}]",phgcarv@gmail.com,86
20210502_212349_gray2.jpg,77,"[{""points"": [[5.735458507479203, 54.6350875141833], [43.994312333586464, 52.55033431473188], [44.04272654352165, 52.000406359973496], [44.33321180313276, 51.54752451487835], [65.57038024442996, 49.60097115588928], [77.96001945561731, 49.28957395421023], [78.45672701789422, 49.52613158596181], [78.75681509600487, 49.92714856804133], [79.1769384053598, 51.07673058333597], [79.67708520221088, 53.00161209731768], [79.85713804907728, 53.93731838883657], [79.85713804907728, 55.274041662434975], [79.71709694595897, 56.47709260867356], [79.39700299597428, 57.01178191811292], [76.93628075546692, 57.974222675103775], [74.34863134094373, 58.56027684531685], [68.40264014775394, 59.89110249583214], [63.9504694021143, 60.399947597499754], [61.10928149206794, 60.28252180480723], [57.94589701490293, 60.24337987390973], [53.64299422241984, 59.658828106144796], [51.82245988188188, 59.1508732621774], [50.702131056935436, 59.204342193121335], [49.92190205384774, 59.33801452048117], [48.801573228901304, 59.685562571616764], [48.40145579142044, 60.22025188105613], [47.32113871022208, 61.0757547761591], [46.500897963386294, 62.49268144617343], [45.960739422787114, 63.214512013916575], [45.482217924920704, 63.187114642713176], [45.266628238067284, 62.59719729899271], [44.06796740552054, 62.59719729899271], [43.2087768830437, 61.842461045234856], [42.44722136076324, 61.216190150874716], [41.3927598683749, 60.39420960202703], [40.7190761371268, 60.12021608574447], [40.30037817967615, 59.836211292679835], [39.06001412348545, 59.515397707016206], [38.21976750477563, 59.461928776072284], [36.95939757671089, 59.38172537965638], [35.39893957053549, 59.56886663796015], [26.733946422024538, 59.62942021038266], [22.8850167321773, 59.46767669427725], [18.210216750949723, 59.3579803289931], [16.15536960944105, 59.20542722885911], [14.157601555196504, 58.97659757865812], [12.388149850008482, 58.44266172818917], [10.847014493876976, 57.90872587772021], [9.420037312273731, 57.22223692711727], [7.935981043406355, 56.53574797651433], [6.908557472652017, 55.772982475844394]], ""polygonlabels"": [""objeto""], ""original_width"": 1152, ""original_height"": 862}]",phgcarv@gmail.com,85
20210502_212340_gray2.jpg,76,"[{""points"": [[45.08177230114088, 50.202750972584546], [31.91226624924028, 50.82636232231953], [31.029907292538862, 50.51016043330459], [29.511461617298956, 50.010225928978784], [28.257093450796425, 49.80437054484463], [26.386544430573355, 49.598515160710484], [26.958712366171, 49.0691727443655], [28.257093450796425, 48.12811955975222], [31.051913751600306, 46.74594769485146], [34.264856774571705, 45.716670774180685], [38.071974192202184, 44.92265714966323], [40.514691148022905, 44.65798594149074], [42.069097267453806, 44.50245823873338], [43.60954940175516, 44.17897120652257], [44.2697431735986, 43.737852526235095], [45.43608550385534, 43.67903670219676], [45.83220176696139, 42.679167693545146], [46.62443429317352, 42.561536045468486], [47.130582851586816, 43.09087846181346], [47.68074432812302, 43.38495758200511], [48.42896393621225, 43.737852526235095], [49.44126105303885, 44.09074747046507], [50.54158400611124, 44.17897120652257], [52.038023222289695, 43.855484174311755], [53.95631816305907, 43.275458566453565], [56.53389070000834, 42.68832960299094], [59.17004443097918, 42.10120063952831], [62.0991041320579, 41.82720712324575], [64.41306129591008, 41.82720712324575], [66.94199745636783, 42.03045589699639], [69.66279603123776, 42.27106608624411], [71.92345955300468, 42.6988175337956], [73.88403499666094, 43.26024130870694], [74.31411115732205, 43.823068601058175], [74.4241434526293, 45.08760881788228], [74.44614991169072, 46.64622815489802], [74.22608532107625, 47.822544635664634], [73.87398197609308, 49.17530858854623], [73.52187863110993, 49.5282035327762], [69.23061911412758, 50.05754594912118], [62.976891102253376, 50.63331221245714], [53.63319065581228, 51.063873452329744], [50.089028417507045, 50.8916489563807], [47.30768478470386, 50.903157070323516], [45.29849507239366, 50.87080836710244]], ""polygonlabels"": [""objeto""], ""original_width"": 1152, ""original_height"": 862}]",phgcarv@gmail.com,84
20210502_212200_gray2.jpg,75,"[{""points"": [[45.673601106698825, 58.04415213917228], [40.8126702546585, 57.779016944408966], [40.60106682397041, 55.326300335947565], [35.901908595446514, 55.169278983068125], [35.64228728159716, 54.877118988838575], [35.560301603539486, 54.43887899749424], [35.6149587222446, 54.0736790047073], [35.88824431577023, 53.81803900975645], [40.71173504149755, 53.83629900939579], [40.929423117384, 48.47897131808033], [36.366100276693075, 48.125457725062574], [35.97050765761678, 47.932958260922355], [35.8835531505859, 47.534558268791145], [35.920819367884846, 47.08635827764353], [36.25621532357538, 46.82075828288938], [41.006766593144256, 47.1095592092431], [41.322411453666355, 44.90009925288209], [46.25248356086866, 45.08087324931163], [46.451548909832134, 43.14708367706684], [56.749487791479105, 43.72449136815922], [56.3529986936975, 60.626087152418776], [45.86015995567099, 59.964536726945276]], ""polygonlabels"": [""objeto""], ""original_width"": 1152, ""original_height"": 862}]",phgcarv@gmail.com,83
20210502_212153_gray2.jpg,74,"[{""points"": [[39.451430809257154, 58.41781290524358], [34.71514127261287, 58.54698127720536], [34.33232481361807, 58.32209486791367], [34.220133836887534, 57.77861937879206], [34.325312877572415, 57.30073575904719], [34.61981419149008, 56.99151694627112], [39.32441280789494, 56.63413799833892], [39.227753837759344, 51.25212249993147], [34.51732979089609, 51.3295081880946], [34.23500996287375, 51.07296273861617], [34.144667617906606, 50.65041729241639], [34.22371716975286, 50.273144572595186], [34.51732979089609, 49.95623548794535], [39.305474074155015, 49.71478094725977], [39.57481519816721, 47.720218470425465], [44.596289038552136, 47.47960828117775], [44.61629491042618, 46.78451217890657], [45.25648281039557, 45.90227481833162], [55.506691218346845, 45.416643261161816], [56.07885915394449, 45.82835402943012], [56.5409947942349, 46.68118347798591], [56.93711105734095, 48.09276325490584], [57.31122086138557, 49.91605380009407], [57.57529837012295, 51.739344345282305], [57.5532919110615, 53.35677950633639], [57.61931128824584, 54.97421466739046], [57.466216344605634, 56.66403329481293], [57.20213883586826, 57.98738933567536], [56.894048409007986, 59.340153288556955], [56.38789985059469, 60.28120647317024], [56.03579650561152, 60.45765394528524], [55.6616867015669, 60.69291724143855], [54.891460634416234, 60.75173306547688], [46.570020993263476, 61.059847494473296], [45.476878619160956, 61.22584749119464], [44.992417794274616, 60.628247502997816], [44.880619142377775, 60.26304751021088], [39.699723450220034, 60.36315527091316]], ""polygonlabels"": [""objeto""], ""original_width"": 1152, ""original_height"": 862}]",phgcarv@gmail.com,82
20210502_212147_gray2.jpg,73,"[{""points"": [[40.265530512097286, 60.23380173186735], [39.97555360169049, 57.95182716054259], [35.271483721758074, 57.82265878858082], [34.903280137482426, 57.555109806518104], [34.85661570309857, 57.14353956671314], [34.94061168498952, 56.66961019966499], [35.18326674378558, 56.47006099248682], [40.02703503283006, 56.45758916703819], [40.06395321223603, 50.76051434095984], [35.47316096358336, 50.866505283616085], [35.13288923748299, 50.566399056024665], [35.0094791630794, 50.26748753700779], [35.024905422379845, 49.80365931784365], [35.27943870083726, 49.47382591754916], [40.16825609235551, 49.30190281446802], [40.554215360106966, 47.06690247441337], [45.68535307417205, 47.06690247441337], [46.412839324137266, 46.868051078340876], [54.96045179883903, 47.12284035552047], [55.922418115187014, 46.58234573879179], [56.31992443304247, 46.81474573420166], [56.45231876107047, 60.17351469935606], [56.05109962394068, 60.63476693516156], [55.540087004535046, 60.68404707744311], [55.171315011149545, 60.40244626440567]], ""polygonlabels"": [""objeto""], ""original_width"": 1152, ""original_height"": 862}]",phgcarv@gmail.com,81
20210502_212140_gray2.jpg,72,"[{""points"": [[42.851777011135546, 60.06418945647531], [42.70653438132999, 57.799780230999595], [37.88932049277904, 57.89682634066284], [37.61213375253893, 57.62244618079285], [37.478673470201095, 57.22459494898138], [37.57106905028113, 56.771867685195915], [37.879054317214596, 56.456330501345434], [42.75548771032778, 56.38773546137794], [42.77146298136162, 50.84742256595044], [37.931841044025276, 50.83915182941874], [37.67941134638157, 50.50182221548119], [37.56020843360537, 50.098900732166896], [37.65837553824459, 49.695979248852595], [37.90379329984265, 49.48046310661472], [42.7594817186708, 49.5576782660568], [42.9413532811621, 47.22448855213957], [56.06171197969237, 47.119558276987796], [56.23562099375413, 48.86255824256184], [56.37749678910991, 57.82437594465284], [56.20804705433677, 59.862344247580985]], ""polygonlabels"": [""objeto""], ""original_width"": 1152, ""original_height"": 862}]",phgcarv@gmail.com,80
20210502_212132_gray2.jpg,71,"[{""points"": [[39.14368413378199, 59.2308761948091], [34.39683635275894, 59.0607477781693], [34.21496479026763, 58.86631530200953], [34.12402900902198, 58.25871381401026], [34.28771341526415, 57.72402450457089], [39.16187129003112, 57.699720445050914], [39.307368540024164, 52.255611112577384], [34.651456540246755, 52.328523291137294], [34.342274884011545, 52.109786755457556], [34.269526259015024, 51.69661774361805], [34.342274884011545, 51.307752791298505], [34.59689507149937, 50.94319189849894], [39.380117165020685, 50.74875942233918], [39.683076978882525, 48.62844173143917], [43.81038837585709, 48.5572745843528], [43.9701552686432, 45.71058870089761], [52.17416311753785, 45.69708780938176], [52.169411723981575, 63.05316951208373], [43.62430367042136, 62.79437988631508], [43.58047470886338, 61.71756184070625], [39.432381759176124, 61.58960062183285], [39.288655301273835, 61.16431137403439], [39.2167920723227, 60.450922958372445]], ""polygonlabels"": [""objeto""], ""original_width"": 1152, ""original_height"": 862}]",phgcarv@gmail.com,79
20210502_212112_gray2.jpg,70,"[{""points"": [[25.800646436878438, 71.2750241387427], [25.97577388963661, 29.85611510791367], [76.44683714670256, 29.676258992805757], [77.79273216689099, 70.32374100719424]], ""polygonlabels"": [""objeto""], ""original_width"": 1152, ""original_height"": 862}]",phgcarv@gmail.com,78
20210502_212045_gray2.jpg,69,"[{""points"": [[24.49950426263696, 73.01031774410335], [26.379542395693136, 23.56115107913669], [74.29340511440108, 23.92086330935252], [75.5120411942806, 68.53827865720598], [77.28412231343322, 68.92578377309133], [78.02517441780613, 68.58133478119325], [78.12183338794172, 66.72992144974108], [77.96073510438241, 64.62017137436536], [77.73519750739933, 62.42430905101512], [77.39262894168945, 59.087575752277736], [76.65157683731655, 53.2749990139977], [76.16828198663855, 47.33325390375587], [77.81148447894371, 47.07491715983232], [78.06924173263864, 49.787452971029666], [78.52031692660475, 53.36111126197222], [78.81029383701156, 55.55697358532246], [79.26136903097766, 59.00146350430322], [79.48690662796072, 61.41260644758976], [79.72853031592798, 63.728543565307476], [79.72853031592798, 66.19448521185052], [79.34775255478776, 67.64273665505834], [78.64477822652887, 68.62128492749608], [77.56102613712974, 69.87382671621634], [76.88734240588163, 70.53923954147399], [75.62784673441779, 70.85237498865406], [75.62784673441779, 72.53547801724693], [75.38927303885379, 72.97865709064153]], ""polygonlabels"": [""objeto""], ""original_width"": 1152, ""original_height"": 862}]",phgcarv@gmail.com,77
20210502_212035_gray2.jpg,68,"[{""points"": [[12.268076011205256, 82.46641529475579], [11.811443313092216, 78.95769399167409], [12.920592193808883, 19.244604316546763], [84.65679676985195, 16.546762589928058], [88.74165462980912, 75.82698280612851], [88.36427223467439, 78.9158678914861]], ""polygonlabels"": [""objeto""], ""original_width"": 1152, ""original_height"": 862}]",phgcarv@gmail.com,76
20210502_212027_gray2.jpg,67,"[{""points"": [[24.584365936648837, 75.50194006644034], [26.379542395693136, 28.597122302158272], [75.50471063257066, 29.85611510791367], [76.5814266487214, 76.61870503597122]], ""polygonlabels"": [""objeto""], ""original_width"": 1152, ""original_height"": 862}]",phgcarv@gmail.com,75
